sample_code,population,count,total_count,percentage
sample00108,cd4_t_cell,26215,97245,26.957684199701788
sample00108,cd8_t_cell,27559,97245,28.339760398992237
sample00108,monocyte,21483,97245,22.091624248033316
sample00108,nk_cell,17005,97245,17.486760244742662
sample00109,b_cell,13509,104944,12.87257966153377
sample00109,cd4_t_cell,37336,104944,35.57706967525537
sample00109,cd8_t_cell,20448,104944,19.48467754230828
sample00109,monocyte,14045,104944,13.383328251257815
sample00109,nk_cell,19606,104944,18.682344869644762
sample00110,b_cell,11477,97311,11.794144546865205
sample00110,cd4_t_cell,34048,97311,34.98885018137724
sample00110,cd8_t_cell,23447,97311,24.09491218875564
sample00110,monocyte,14957,97311,15.3703075705727
sample00110,nk_cell,13382,97311,13.75178551242922
sample00111,b_cell,15992,102821,15.553243014559282
sample00111,cd4_t_cell,35615,102821,34.63786580562336
sample00111,cd8_t_cell,23376,102821,22.73465537195709
sample00111,monocyte,12438,102821,12.096750663774909
sample00111,nk_cell,15400,102821,14.977485144085353
sample00112,b_cell,8100,99754,8.11997513884155
sample00112,cd4_t_cell,32544,99754,32.62425566894561
sample00112,cd8_t_cell,25296,99754,25.358381618782204
sample00112,monocyte,21547,99754,21.60013633538505
sample00112,nk_cell,12267,99754,12.297251238045593
sample00113,b_cell,8777,108308,8.10374118255346
sample00113,cd4_t_cell,33746,108308,31.157439893636667
sample00113,cd8_t_cell,28919,108308,26.700705395723308
sample00113,monocyte,26475,108308,24.444177715404216
sample00113,nk_cell,10391,108308,9.59393581268235
sample00114,b_cell,13741,106352,12.920302392056568
sample00114,cd4_t_cell,31383,106352,29.508612908078835
sample00114,cd8_t_cell,28857,106352,27.13348126974575
sample00114,monocyte,14283,106352,13.42993079584775
sample00114,nk_cell,18088,106352,17.007672634271103
sample00115,b_cell,5722,92639,6.176664255874956
sample00115,cd4_t_cell,29410,92639,31.746888459504095
sample00115,cd8_t_cell,23044,92639,24.875052623625038
sample00115,monocyte,19301,92639,20.834637679594987
sample00115,nk_cell,15162,92639,16.366756981400922
sample00116,b_cell,6304,99836,6.314355543090669
sample00116,cd4_t_cell,39506,99836,39.5708962698826
sample00116,cd8_t_cell,18835,99836,18.865940141832603
sample00116,monocyte,15765,99836,15.790897071196763
sample00116,nk_cell,19426,99836,19.457910973997354
sample00117,b_cell,8561,93271,9.178630013616235
sample00117,cd4_t_cell,23471,93271,25.16430616161508
sample00117,cd8_t_cell,28864,93271,30.946382048010634
sample00117,monocyte,18522,93271,19.85826248244363
sample00117,nk_cell,13853,93271,14.852419294314418
sample00118,b_cell,8314,96176,8.644568291465646
sample00118,cd4_t_cell,26165,96176,27.205331891532193
sample00118,cd8_t_cell,28113,96176,29.23078522708368
sample00118,monocyte,16145,96176,16.7869322908002
sample00118,nk_cell,17439,96176,18.132382299118284
sample00119,b_cell,10519,109329,9.621417922051789
sample00119,cd4_t_cell,29357,109329,26.851978889407203
sample00119,cd8_t_cell,24245,109329,22.176183812163288
sample00119,monocyte,29544,109329,27.023022253930794
sample00119,nk_cell,15664,109329,14.327397122446925
sample00120,b_cell,5301,99469,5.329298575435563
sample00120,cd4_t_cell,28293,99469,28.444037840935366
sample00120,cd8_t_cell,25850,99469,25.98799626014135
sample00120,monocyte,21026,99469,21.13824407604379
sample00120,nk_cell,18999,99469,19.100423247443928
sample00121,b_cell,6109,100448,6.081753743230328
sample00121,cd4_t_cell,28027,100448,27.901999044281617
sample00121,cd8_t_cell,23796,100448,23.68986938515451
sample00121,monocyte,23633,100448,23.52759636827015
sample00121,nk_cell,18883,100448,18.798781459063395
sample00122,b_cell,9758,102361,9.532927579839978
sample00122,cd4_t_cell,31029,102361,30.313302918103574
sample00122,cd8_t_cell,28775,102361,28.11129238674886
sample00122,monocyte,21255,102361,20.764744385068532
sample00122,nk_cell,11544,102361,11.277732730239055
sample00123,b_cell,8588,101404,8.469093921344326
sample00123,cd4_t_cell,29889,101404,29.47516863240109
sample00123,cd8_t_cell,26624,101404,26.255374541438208
sample00123,monocyte,19142,101404,18.8769673780127
sample00123,nk_cell,17161,101404,16.923395526803674
sample00124,b_cell,7220,91040,7.930579964850615
sample00124,cd4_t_cell,28332,91040,31.120386643233743
sample00124,cd8_t_cell,23608,91040,25.93145869947276
sample00124,monocyte,19553,91040,21.477372583479788
sample00124,nk_cell,12327,91040,13.540202108963092
sample00125,b_cell,18039,108174,16.67591103222586
sample00125,cd4_t_cell,27052,108174,25.00785771072531
sample00125,cd8_t_cell,34464,108174,31.85978146319818
sample00125,monocyte,15254,108174,14.101355223990977
sample00125,nk_cell,13365,108174,12.35509456985967
sample00126,b_cell,8794,93769,9.37836598449381
sample00126,cd4_t_cell,29419,93769,31.373908221267154
sample00126,cd8_t_cell,21622,93769,23.058793417867314
sample00126,monocyte,21082,93769,22.48291013021361
sample00126,nk_cell,12852,93769,13.706022246158112
sample00127,b_cell,12536,105638,11.866941820178345
sample00127,cd4_t_cell,24468,105638,23.16211969177758
sample00127,cd8_t_cell,25347,105638,23.994206630189893
sample00127,monocyte,23448,105638,22.196558056759876
sample00127,nk_cell,19839,105638,18.780173801094303
sample00128,b_cell,10257,102875,9.970352369380315
sample00128,cd4_t_cell,24291,102875,23.612150668286755
sample00128,cd8_t_cell,31155,102875,30.284325637910086
sample00128,monocyte,20747,102875,20.16719319562576
sample00128,nk_cell,16425,102875,15.965978128797085
sample00129,b_cell,8578,97799,8.77105082874058
sample00129,cd4_t_cell,33812,97799,34.57295064366711
sample00129,cd8_t_cell,24695,97799,25.2507694352703
sample00129,monocyte,18492,97799,18.908168795181954
sample00129,nk_cell,12222,97799,12.497060297140052
sample00130,b_cell,9491,110509,8.588440760481046
sample00130,cd4_t_cell,29379,110509,26.585165009184774
sample00130,cd8_t_cell,20874,110509,18.888959270285678
sample00130,monocyte,20808,110509,18.829235627867412
sample00130,nk_cell,29957,110509,27.108199332181087
sample00131,b_cell,13475,94983,14.186749207752966
sample00131,cd4_t_cell,33782,94983,35.56636450733289
sample00131,cd8_t_cell,19647,94983,20.684754113894066
sample00131,monocyte,15810,94983,16.645083857111274
sample00131,nk_cell,12269,94983,12.917048313908804
sample00132,b_cell,12071,104383,11.56414358659935
sample00132,cd4_t_cell,37366,104383,35.797016755601966
sample00132,cd8_t_cell,22953,104383,21.98921280285104
sample00132,monocyte,21155,104383,20.26671009647165
sample00132,nk_cell,10838,104383,10.382916758475998
sample00133,b_cell,8998,103248,8.714938788160545
sample00133,cd4_t_cell,39154,103248,37.922284208895086
sample00133,cd8_t_cell,30577,103248,29.615101503176817
sample00133,monocyte,16209,103248,15.699093444909346
sample00133,nk_cell,8310,103248,8.048582054858205
sample00134,b_cell,5345,94929,5.630523865204521
sample00134,cd4_t_cell,21093,94929,22.219764244856684
sample00134,cd8_t_cell,19854,94929,20.91457826375502
sample00134,monocyte,29206,94929,30.766151544838777
sample00134,nk_cell,19431,94929,20.468982081345004
sample00135,b_cell,6364,111728,5.69597594157239
sample00135,cd4_t_cell,33379,111728,29.875232708005157
sample00135,cd8_t_cell,30479,111728,27.27964341973364
sample00135,monocyte,20034,111728,17.93104682801088
sample00135,nk_cell,21472,111728,19.21810110267793
sample00136,b_cell,9477,105539,8.979618908649883
sample00136,cd4_t_cell,36775,105539,34.84493883777561
sample00136,cd8_t_cell,24510,105539,23.223642444972945
sample00136,monocyte,19474,105539,18.45194667374146
sample00136,nk_cell,15303,105539,14.4998531348601
sample00137,b_cell,13112,103610,12.65514911688061
sample00137,cd4_t_cell,34563,103610,33.35874915548692
sample00137,cd8_t_cell,27662,103610,26.69819515490783
sample00137,monocyte,18754,103610,18.100569443103947
sample00137,nk_cell,9519,103610,9.187337129620692
sample00138,b_cell,10705,93142,11.493203925189496
sample00138,cd4_t_cell,26058,93142,27.976637821820443
sample00138,cd8_t_cell,24949,93142,26.78598269309227
sample00138,monocyte,16855,93142,18.096025423546845
sample00138,nk_cell,14575,93142,15.648150136350946
sample00139,b_cell,8256,98502,8.381555704452701
sample00139,cd4_t_cell,32718,98502,33.21556922702077
sample00139,cd8_t_cell,27913,98502,28.337495685366793
sample00139,monocyte,15630,98502,15.867698117804716
sample00139,nk_cell,13985,98502,14.197681265355019
sample00140,b_cell,10349,94698,10.928425098734925
sample00140,cd4_t_cell,23476,94698,24.790386280597268
sample00140,cd8_t_cell,26253,94698,27.72286637521384
sample00140,monocyte,17628,94698,18.614965469175697
sample00140,nk_cell,16992,94698,17.943356776278275
sample00141,b_cell,4896,103696,4.721493596667181
sample00141,cd4_t_cell,35662,103696,34.390911896312296
sample00141,cd8_t_cell,28642,103696,27.62112328344391
sample00141,monocyte,21325,103696,20.564920536954173
sample00141,nk_cell,13171,103696,12.701550686622435
sample00142,b_cell,10372,98991,10.477720196785565
sample00142,cd4_t_cell,32331,98991,32.66054489802103
sample00142,cd8_t_cell,26865,98991,27.138830802800257
sample00142,monocyte,17299,98991,17.475326039740988
sample00142,nk_cell,12124,98991,12.24757806265216
sample00143,b_cell,7954,95184,8.356446461590183
sample00143,cd4_t_cell,24873,95184,26.1314926878467
sample00143,cd8_t_cell,32400,95184,34.039334341906205
sample00143,monocyte,10588,95184,11.123718271978483
sample00143,nk_cell,19369,95184,20.349008236678433
sample00144,b_cell,7857,98439,7.98159266144516
sample00144,cd4_t_cell,27371,98439,27.805036621664176
sample00144,cd8_t_cell,37150,98439,37.73910746756875
sample00144,monocyte,17879,98439,18.16251688863154
sample00144,nk_cell,8182,98439,8.311746360690377
sample00145,b_cell,9816,96711,10.149827837577938
sample00145,cd4_t_cell,24589,96711,25.425236012449464
sample00145,cd8_t_cell,27212,96711,28.13744041525783
sample00145,monocyte,16550,96711,17.11284135206957
sample00145,nk_cell,18544,96711,19.1746543826452
sample00146,b_cell,1835,108534,1.690714430501041
sample00146,cd4_t_cell,40424,108534,37.245471465162986
sample00146,cd8_t_cell,32579,108534,30.017321760922844
sample00146,monocyte,23790,108534,21.919398529493062
sample00146,nk_cell,9906,108534,9.127093813920062
sample00147,b_cell,9384,107835,8.70218389205731
sample00147,cd4_t_cell,35855,107835,33.24987249037882
sample00147,cd8_t_cell,27312,107835,25.327583808596465
sample00147,monocyte,22359,107835,20.734455417999722
sample00147,nk_cell,12925,107835,11.985904390967681
sample00148,b_cell,12464,95497,13.051718902164467
sample00148,cd4_t_cell,27844,95497,29.156936867126714
sample00148,cd8_t_cell,24484,95497,25.638501733038733
sample00148,monocyte,14080,95497,14.743918657130589
sample00148,nk_cell,16625,95497,17.408923840539494
sample00149,b_cell,7999,106825,7.4879475778141815
sample00149,cd4_t_cell,31822,106825,29.78890709103674
sample00149,cd8_t_cell,30839,106825,28.86871050783992
sample00149,monocyte,18064,106825,16.90989936812544
sample00149,nk_cell,18101,106825,16.94453545518371
sample00150,b_cell,6574,90252,7.284049106944998
sample00150,cd4_t_cell,30706,90252,34.02251473651553
sample00150,cd8_t_cell,23193,90252,25.698045472676505
sample00150,monocyte,20545,90252,22.764038470061607
sample00150,nk_cell,9234,90252,10.231352213801356
sample00151,b_cell,10045,94188,10.664840531702552
sample00151,cd4_t_cell,19743,94188,20.961268951458784
sample00151,cd8_t_cell,25079,94188,26.62653416571113
sample00151,monocyte,17373,94188,18.445024843929165
sample00151,nk_cell,21948,94188,23.30233150719837
sample00152,b_cell,10029,101748,9.856704800094352
sample00152,cd4_t_cell,34480,101748,33.887643983174115
sample00152,cd8_t_cell,23103,101748,22.70609741714825
sample00152,monocyte,17901,101748,17.59346621063805
sample00152,nk_cell,16235,101748,15.956087588945236
sample00153,b_cell,12772,105449,12.112016235336514
sample00153,cd4_t_cell,30009,105449,28.45830685924001
sample00153,cd8_t_cell,27496,105449,26.075164297432885
sample00153,monocyte,16853,105449,15.982133543229429
sample00153,nk_cell,18319,105449,17.372379064761166
sample00154,b_cell,4851,98244,4.937706119457677
sample00154,cd4_t_cell,29002,98244,29.520377834778717
sample00154,cd8_t_cell,29394,98244,29.919384389886407
sample00154,monocyte,14743,98244,15.006514392736452
sample00154,nk_cell,20254,98244,20.61601726314075
sample00155,b_cell,9098,98358,9.249883080176497
sample00155,cd4_t_cell,29519,98358,30.01179365176193
sample00155,cd8_t_cell,31146,98358,31.665954980784484
sample00155,monocyte,13591,98358,13.817889749689908
sample00155,nk_cell,15004,98358,15.254478537587183
sample00156,b_cell,12105,95669,12.653001494737062
sample00156,cd4_t_cell,25294,95669,26.43907639883348
sample00156,cd8_t_cell,22220,95669,23.22591435052107
sample00156,monocyte,21973,95669,22.967732494329407
sample00156,nk_cell,14077,95669,14.714275261578985
sample00157,b_cell,12798,107396,11.916644940221238
sample00157,cd4_t_cell,25824,107396,24.045588290066668
sample00157,cd8_t_cell,29712,107396,27.665834854184514
sample00157,monocyte,23759,107396,22.12279786956684
sample00157,nk_cell,15303,107396,14.249134045960743
sample00158,b_cell,9304,99524,9.348498854547648
sample00158,cd4_t_cell,30837,99524,30.98448615409348
sample00158,cd8_t_cell,28693,99524,28.830231903862387
sample00158,monocyte,14471,99524,14.54021140629396
sample00158,nk_cell,16219,99524,16.296571681202522
sample00159,b_cell,10899,108497,10.04543904439754
sample00159,cd4_t_cell,37159,108497,34.24887324073477
sample00159,cd8_t_cell,30942,108497,28.51876088739781
sample00159,monocyte,17569,108497,16.193074462888372
sample00159,nk_cell,11928,108497,10.993852364581508
sample00160,b_cell,4919,108795,4.521347488395606
sample00160,cd4_t_cell,37824,108795,34.76630359851096
sample00160,cd8_t_cell,30893,108795,28.39560641573602
sample00160,monocyte,20129,108795,18.501769382784136
sample00160,nk_cell,15030,108795,13.81497311457328
sample00161,b_cell,11706,108402,10.798693751037804
sample00161,cd4_t_cell,27508,108402,25.375915573513403
sample00161,cd8_t_cell,27113,108402,25.011531152561762
sample00161,monocyte,18520,108402,17.08455563550488
sample00161,nk_cell,23555,108402,21.72930388738215
sample00162,b_cell,12077,102499,11.782553976136352
sample00162,cd4_t_cell,34285,102499,33.44910682055435
sample00162,cd8_t_cell,25698,102499,25.071464111844993
sample00162,monocyte,15854,102499,15.46746797529732
sample00162,nk_cell,14585,102499,14.229407116166987
sample00163,b_cell,11351,104732,10.838139250658825
sample00163,cd4_t_cell,37866,104732,36.155138830538895
sample00163,cd8_t_cell,28692,104732,27.395638391322613
sample00163,monocyte,18338,104732,17.5094526983157
sample00163,nk_cell,8485,104732,8.10163082916396
sample00164,b_cell,11872,100756,11.782921116360317
sample00164,cd4_t_cell,29156,100756,28.937234507126124
sample00164,cd8_t_cell,26866,100756,26.664417007423875
sample00164,monocyte,24226,100756,24.044225654055342
sample00164,nk_cell,8636,100756,8.571201715034341
sample00165,b_cell,11804,111486,10.587876504673233
sample00165,cd4_t_cell,35119,111486,31.50081624598604
sample00165,cd8_t_cell,19245,111486,17.262257144394813
sample00165,monocyte,21456,111486,19.24546579839621
sample00165,nk_cell,23862,111486,21.4035843065497
sample00166,b_cell,9198,111770,8.229399660016105
sample00166,cd4_t_cell,33200,111770,29.703856133130536
sample00166,cd8_t_cell,21433,111770,19.17598640064418
sample00166,monocyte,26183,111770,23.425785094390267
sample00166,nk_cell,21756,111770,19.464972711818916
sample00167,b_cell,9538,108425,8.796864191837676
sample00167,cd4_t_cell,26658,108425,24.58658058565829
sample00167,cd8_t_cell,40134,108425,37.01544846668204
sample00167,monocyte,19194,108425,17.702559372838365
sample00167,nk_cell,12901,108425,11.89854738298363
sample00168,b_cell,8186,102412,7.993203921415459
sample00168,cd4_t_cell,30370,102412,29.654727961567
sample00168,cd8_t_cell,32947,102412,32.17103464437761
sample00168,monocyte,12267,102412,11.978088505253291
sample00168,nk_cell,18642,102412,18.20294496738663
sample00169,b_cell,8106,93829,8.639120101461168
sample00169,cd4_t_cell,33236,93829,35.4218844920014
sample00169,cd8_t_cell,23215,93829,24.741817561734646
sample00169,monocyte,14590,93829,15.549563567766894
sample00169,nk_cell,14682,93829,15.647614277035885
sample00170,b_cell,7984,98457,8.10912377992423
sample00170,cd4_t_cell,26639,98457,27.056481509694585
sample00170,cd8_t_cell,25161,98457,25.55531856546513
sample00170,monocyte,24495,98457,24.878881135927358
sample00170,nk_cell,14178,98457,14.400195008988694
sample00171,b_cell,11525,92121,12.510719597051704
sample00171,cd4_t_cell,22299,92121,24.206207053766242
sample00171,cd8_t_cell,23390,92121,25.390518991326626
sample00171,monocyte,20789,92121,22.56705854256901
sample00171,nk_cell,14118,92121,15.325495815286416
sample00172,b_cell,11364,94096,12.077027716374767
sample00172,cd4_t_cell,28674,94096,30.47313382077878
sample00172,cd8_t_cell,23176,94096,24.630164937935724
